Datum 1. registrace,Datum 1. registrace v ČR,ZTP,ES/EU,Druh vozidla,Druh vozidla 2. ř.,Kategorie vozidla,Tovární značka,Typ,Varianta,Verze,VIN,Obchodní označení,Výrobce vozidla,Výrobce motoru,Typ motoru,Max. výkon [kW] / [min⁻¹],Palivo,Zdvihový objem [cm³],Plně elektrické vozidlo,Hybridní vozidlo,Třída hybridního vozidla,Emisní limit [EHKOSN/EHSES],Stupeň plnění emisní úrovně,Korigovaný součinitel absorbce [m⁻¹],CO2 město /mimo město/kombinované [g.km-1],Specifické CO2,Snížení emisí – NEDC,Snížení emisí – WLTP,Spotřeba předpis,Spotřeba město /mimo město/kombinovaná [l.100km⁻¹],Spotřeba při rychlosti [l.100 km⁻¹],Spotřeba el. mobil [Wh/km] – Z,Dojezd ZR [km],Výrobce karoserie,Druh (typ),Výrobní číslo karoserie,Barva,Barva doplňková,Počet míst celkem / k sezení / k stání,Celková délka/šířka/výška [mm],Rozvor [mm],Rozchod [mm],Provozní hmotnost,Největší technicky přípustná/povolená hmotnost [kg],Největší technicky přípustná/povolená hmotnost na nápravu [kg],Největší technicky přípustná/povolená hmotnost přípojného vozidla [kg] brzděného,Největší technicky přípustná/povolená hmotnost přípojného vozidla [kg] nebrzděného,Největší technicky přípustná/povolená hmotnost jízdní soupravy [kg],Hmotnosti vozidla při testu WLTP,Průměrná hodnota užitečného zatížení,Spojovací zařízení - druh,Počet náprav - z toho poháněných,Kola a pneumatiky na nápravě - rozměry/montáž [N.1; N.2; N.3; N.4],Vnější hluk vozidla [dB(A)] - stojícího při ot. [min⁻¹],Za jízdy,Nejvyšší rychlost [km.h⁻¹],Poměr Výkon/Hmotnost [kW.kg⁻¹],Inovativní technologie,Stupeň dokončení,Faktor odchylky - DE,Faktor verifikace - Vf,Účel vozidla,Další záznamy,Alternativní provedení,Číslo TP,Číslo ORV,Druh RZ,Zařazení vozidla,Status,PČV,ABS,Airbag,ASR,Brzdy nouzová,Brzdy odlehčovací,Brzdy parkovací,Brzdy provozní,Doplňkový text na TP,Hmotnosti provozní Do,Hmotnosti zatížení SZ,Hmotnosti zatížení SZ typ,Hydropohon,Objem cisterny,Zatížení střechy,Číslo motoru,Nejvyšší rychlost omezení,Ovládání brzd SZ,Ovládání brzd SZ druh,Retarder,Rok výroby,Délka do,Ložná délka,Ložná šířka,Výška do,Typ kód,RM zániku,Stupeň autonomity vozidla,Varianta RZ
1962-01-01,1992-12-30,329,,OSOBNÍ AUTOMOBIL,.,M1,.,"WARTBURG 311 0 00 / ",,,6211902,.,.,.,312,0 / 0,BA 80,991,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,6211902,ŠEDÁ-ZÁKLADNÍ,,4 / 4 / 0,0/ 0/ 0,0,"/ / / ",950,1330/ 1330,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AB129408,,OSOBNÍ,RSV,ZÁNIK,778,,,,False,False,False,False,,,,,,0,0,3.61956,,,,,1962,,0,0,,,MD (vozidlo bez RM),Neuvedeno,
1959-01-01,1974-03-14,329,,OSOBNÍ AUTOMOBIL,.,M1,.,"WARTBURG 311 0 00 / ",,,1100057839,.,.,.,312,0 / 0,BA 80,991,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,1100057839,HNĚDÁ-ZÁKLADNÍ,,4 / 4 / 0,0/ 0/ 0,0,"/ / / ",950,1330/ 1330,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AA488644,,OSOBNÍ,RSV,ZÁNIK,779,,,,False,False,False,False,,,,,,0,0,63-16706,,,,,1959,,0,0,,,HRANICE,Neuvedeno,
1962-01-01,1983-02-09,329,,OSOBNÍ AUTOMOBIL,.,M1,.,"WARTBURG 311 0 00 / ",,,62-11939,.,.,.,312,0 / 0,BA 80,991,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,62-11939,ŽLUTÁ-ZÁKLADNÍ,,4 / 4 / 0,0/ 0/ 0,0,"/ / / ",950,1330/ 1330,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AB129398,,OSOBNÍ,RSV,ZÁNIK,780,,,,False,False,False,False,,,,,,0,0,-160738,,,,,1962,,0,0,,,MD (vozidlo bez RM),Neuvedeno,
1900-01-01,1965-07-10,197,,Motocykl malý,.,L3,.,"JAWA 50/555 / ",,,11943,.,.,.,JAWA 555,0 / 0,BA 80,49,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,11943,BÍLÁ,,1 / 1 / 0,0/ 0/ 0,0,"/ / / ",57,187/ 187,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,,,MALÝ MOTOCYKL,RSV,PROVOZOVANÉ,781,,,,False,False,False,False,,,,,,0,0,11943,,,,,1900,,0,0,,,,Neuvedeno,
1900-01-01,1965-06-16,197,,Motocykl malý,.,L3,.,"JAWA 50/555 / ",,,84667,.,.,.,JAWA 555,0 / 0,BA 80,49,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,84667,BÍLÁ,,1 / 1 / 0,0/ 0/ 0,0,"/ / / ",57,187/ 187,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,,,MALÝ MOTOCYKL,RSV,PROVOZOVANÉ,782,,,,False,False,False,False,,,,,,0,0,84667,,,,,1900,,0,0,,,,Neuvedeno,
1970-04-20,1970-04-20,514,,OSOBNÍ AUTOMOBIL,.,M1,.,"MOSKVIČ 408 / ",,,005912,.,.,.,408,0 / 0,BA 90,1357,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,005912,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,0/ 0/ 0,0,"/ / / ",990,1365/ 1365,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AC505310,,OSOBNÍ,RSV,ZÁNIK,783,,,,False,False,False,False,,,,,,0,0,489747,,,,,1970,,0,0,,,OLOMOUC,Neuvedeno,
1986-01-01,2001-08-22,1139,,OSOBNÍ AUTOMOBIL,.,M1,.,"FIAT 126 P 650 E / ",,,7/89598,.,.,.,126 AL.076 E,0 / 0,BA 96,652,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,7/89598,ORANŽOVÁ-SVĚTLÁ,,4 / 4 / 0,0/ 0/ 0,0,"/ / / ",600,920/ 920,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AO083420,AAI749676,OSOBNÍ,RSV,PROVOZOVANÉ,784,,,,False,False,False,False,,,,,,0,0,9629943,,,,,1986,,0,0,,,,Neuvedeno,
1973-12-17,1973-12-17,675-001-80,,Traktor kolový,.,.,.,"ZETOR 8011 / ",,,10509,.,.,.,Z 8001,0 / 0,NM,4562,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,10509,ZELENÁ-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,"/ / / ",4510,6300/ 6300,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AD242947,,TRAKTOR,RSV,ZÁNIK,785,,,,False,False,False,False,,,,,,0,0,21045,,,,,1973,,0,0,,,MD (vozidlo bez RM),Neuvedeno,
1971-01-01,1978-07-28,0699-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 110 L / 717,L,,9006062,110,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 717,39 / 5000,BA 92 B,1107,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,9006062,ZELENÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,"/ / / ",825,1200/ 1200,520/ 520|680/ 680|/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ -1 ZADNÍ,155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |,0/ 0,0,128,0,,,,,,,,AC570147,,OSOBNÍ,RSV,ZÁNIK,786,False,,False,False,False,True,True,,,,,,0,0,323978/1,,,,,1971,,0,0,,717,PRACHATICE,Neuvedeno,
1976-01-01,1987-06-17,0699-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 110 L / 717,L,,9001943,110,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 717,39 / 5000,BA 92 B,1107,false,false,," / ",,0," /  / ",,,,ČSN,0 / 0 / 0,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,9001943,ŽLUTÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,"/ / / ",825,1200/ 1200,520/ 520|680/ 680|/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ -1 ZADNÍ,155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |,0/ 0,0,128,0,,,,,,,,AF143066,,OSOBNÍ,RSV,PROVOZOVANÉ,787,False,,False,False,False,True,True,,,,,,0,0,642188/5,,,,,1976,,0,0,,717,,Neuvedeno,
1986-05-14,1986-05-14,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,TMB12M00LG3284271,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,TMB12M00LG3284271,HNĚDÁ-PASTEL,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AI077190,AAJ980676,OSOBNÍ,RSV,ZÁNIK,788,False,,False,True,False,True,True,,,,,,0,50,453909/2,,,,,1986,,0,0,,TMB12M00L,DAČICE,Neuvedeno,
1986-01-01,1987-02-23,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,3355995,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,3355995,HNĚDÁ-ZÁKLADNÍ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AI255358,AAG640495,OSOBNÍ,RSV,ZÁNIK,789,False,,False,True,False,True,True,,,,,,0,50,530434/2,,,,,1986,,0,0,,TMB12M00L,MD (vozidlo bez RM),Neuvedeno,
1977-01-01,1987-06-24,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,1835605,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,1835605,BÍLÁ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AE590637,,OSOBNÍ,RSV,ZÁNIK,790,False,,False,True,False,True,True,,,,,,0,50,835890/2,,,,,1977,,0,0,,TMB12M00L,ŠLAPANICE,Neuvedeno,
1985-03-06,1985-03-06,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,TMB12M00LF3064465,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,TMB12M00LF3064465,MODRÁ-PASTEL,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AH514716,,OSOBNÍ,RSV,ZÁNIK,791,False,,False,True,False,True,True,,,,,,0,50,223761/2,,,,,1985,,0,0,,TMB12M00L,HUSTOPEČE,Neuvedeno,
1978-01-01,1981-08-18,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,1978532,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,1978532,ČERVENÁ-TMAVÁ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AE278549,AAD784706,OSOBNÍ,RSV,ZÁNIK,792,False,,False,True,False,True,True,,,,,,0,50,987042/2,,,,,1978,,0,0,,TMB12M00L,,Neuvedeno,
1998-10-15,2005-07-26,,e1*97/27*0085,OSOBNÍ AUTOMOBIL,AB HATCHBACK,M1,VW,"VW LUPO 1.4 WVWZZZ6XZ / ",,,WVWZZZ6XZXW008023,LUPO 6X,"VOLKSWAGEN, AG, SRN","VOLKSWAGEN, AG, SRN",AKQ,55 / 5000,BA,1390,false,false,,"R83-03B / ",Neuvedeno,," /  / ",,,,EU 93/116,8.3 / 5 / 6.2,,,,"VOLKSWAGEN, AG, SRN",SAMONOSNÁ HATCHBACK 3 DV.,,ČERVENÁ-ZÁKLADNÍ,,"4 / 4 / ",3525/ 1639/ 1460,2323,"/ / / ",988,1380/ 1380,740/ 740|690/ 690|/ |/ |,800/ 800,450/ 450,2180/ 2180,,,,2/ -1 PŘEDNÍ,185/55 R 14 79H/ 6J X 14 H2 ET45|185/55 R 14 79H/ 6J X 14 H2 ET45|/ |/ |,"81/ ",73,172,,,,,,Běžný provoz,"ALTERNATIVNÍ POUŽITÍ PNEU: |195/45 R15 78H NA RÁFCÍCH 6J X 15 ET43|175/65 R13 80T NA RÁFCÍCH 5,5J X 13 H2 ET43|DATUM PRVNÍ REGISTRACE: 15.10.1998",,,UBN932157,STD. SILNIČNÍ,RSV,PROVOZOVANÉ,793,True,,False,False,False,True,True,Dovoz ”D”                                       Poplatekna podporu sběru a využití autovraků    3.000Kč zaplacen dne 23.5.2012.,,,,,,50,,,,,False,1998,,,,,,,Neuvedeno,
1962-04-14,1962-04-14,329,,OSOBNÍ AUTOMOBIL,.,M1,.,"WARTBURG 311 0 00 / ",,,62-11906,.,.,.,312,0 / 0,BA 80,991,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,62-11906,BÍLÁ,,4 / 4 / 0,0/ 0/ 0,0,"/ / / ",950,1330/ 1330,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,AB129413,UAB006010,STD.VÝVOZ-CIZINA,RSV,VÝVOZ,794,,,,False,False,False,False,"SPZ AB 47-05 2x ztráta, vráceno 0",,,,,0,0,62-15657,,,,,1962,,0,0,,,,Neuvedeno,
1900-01-01,1960-09-19,197,,Motocykl malý,.,L3,.,"JAWA 50/555 / ",,,293753,.,.,.,JAWA 555,0 / 0,BA 80,49,false,false,," / ",,0," /  / ",,,,,0 / 0 / 0,,,,.,.,293753,BÍLÁ,,1 / 1 / 0,0/ 0/ 0,0,"/ / / ",57,187/ 187,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,/ |/ |/ |/ |,0/ 0,0,0,0,,,,,,,,,,MALÝ MOTOCYKL,RSV,PROVOZOVANÉ,795,,,,False,False,False,False,,,,,,0,0,293753,,,,,1900,,0,0,,,,Neuvedeno,
1979-06-01,1979-06-01,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,2065638,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,2065638,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AF165046,,OSOBNÍ,RSV,ZÁNIK,796,False,,False,True,False,True,True,,,,,,0,50,080319/2,,,,,1979,,0,0,,TMB12M00L,KAPLICE,Neuvedeno,
1979-05-23,1979-05-23,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,2057063,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,2057063,ZELENÁ-SVĚTLÁ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AE720790,AAE891450,OSOBNÍ,RSV,ZÁNIK,797,False,,False,True,False,True,True,,,,,,0,50,071025/2,,,,,1979,,0,0,,TMB12M00L,MD (vozidlo bez RM),Neuvedeno,
1985-01-01,1991-10-14,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,3164412,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,3164412,ZELENÁ-ZÁKLADNÍ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AH788888,,OSOBNÍ,RSV,VYŘAZENO Z PROVOZU,798,False,,False,True,False,True,True,KAR#STUPNOVITA ZAD#,,,,,0,50,328043/2,,,,,1985,,0,0,,TMB12M00L,,Neuvedeno,
1981-01-01,1987-07-07,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,B2379149,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,B2379149,BÍLÁ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AG148375,,OSOBNÍ,RSV,PROVOZOVANÉ,799,False,,False,True,False,True,True,,,,,,0,50,408607/9,,,,,1981,,0,0,,TMB12M00L,,Neuvedeno,
1978-01-01,1986-07-09,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,1871638,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,1871638,MODRÁ-ZÁKLADNÍ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AE710648,AAG022001,OSOBNÍ,RSV,ZÁNIK,800,False,,False,True,False,True,True,"ISO v.č. neuvedeno 400/600, ME 12/99",,,,,0,50,875928/2,,,,,1978,,0,0,,TMB12M00L,LIBEREC,Neuvedeno,
1989-03-31,1989-03-31,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,TMB12M00LK3721679,120," AZNP, MLADÁ BOLESLAV, ČR","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36.7 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,,HNĚDÁ-TMAVÁ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,Běžný provoz,,,AI847049,UAC738515,OSOBNÍ,RSV,ZÁNIK,801,False,,False,True,False,True,True,,,50,Z,False,,50,5923514/120,,,,False,1988,,0,0,,TMB12M00L,TÁBOR,Neuvedeno,
1988-10-05,1988-10-05,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,TMB12M00LK3705121,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,TMB12M00LK3705121,ŠEDÁ-TMAVÁ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AI841536,BAB260680,OSOBNÍ,RSV,ZÁNIK,802,False,,False,True,False,True,True,ME 11/2004,,,,,0,50,5902848/120,,,,,1988,,0,0,,TMB12M00L,FRÝDLANT,Neuvedeno,
1985-05-13,1985-05-13,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,TMB12M00LF3107159,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,TMB12M00LF3107159,MODRÁ-SVĚTLÁ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AH585807,,OSOBNÍ,RSV,ZÁNIK,803,False,,False,True,False,True,True,,,,,,0,50,567938,,,,,1985,,0,0,,TMB12M00L,PROSTĚJOV,Neuvedeno,
1980-10-13,1980-10-13,1047-000-88,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,ŠKODA 120 L TMB12M00L / TMB12M00L,L,,B2290369,120,.,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",742.12 M II,36 / 5000,BA 90,1174,false,false,," / ",,0," /  / ",,,,ČSN,9 / 6.4 / 9.2,,,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,B2290369,ZELENÁ-TMAVÁ,,5 / 5 / 0,4200/ 1610/ 1400,2400,"/ / / ",875,1275/ 1275,540/ 540|735/ 735|/ |/ |,700/ 700,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,165 R 13/ 4.5J X 13|165 R 13/ 4.5J X 13|/ |/ |,93/ 0,80,140,0,,,,,,,,AK225559,,OSOBNÍ,RSV,ZÁNIK,804,False,,False,True,False,True,True,tz:8390,,,,,0,50,313597/2,,,,,1980,,0,0,,TMB12M00L,HLUČÍN,Neuvedeno,
